task,seed_index,seed,mean_quality,mean_cost,mean_utility,delta_utility_vs_fixed
trec_dl,1,202608111000,0.5946334449670654,0.2050515830358015,0.5782293183242013,-0.11777891836650956
trec_dl,2,202608111001,0.6259395809872546,0.22584252832014304,0.6078721787216432,-0.08813605796906765
trec_dl,3,202608111002,0.6164640199007186,0.2588374932591134,0.5957570204399895,-0.10025121625072142
trec_dl,4,202608111003,0.606384336427017,0.2794129528143168,0.5840313002018714,-0.11197693648883944
trec_dl,5,202608111004,0.5803474108492206,0.2528198719714644,0.5601218210915034,-0.13588641559920744
trec_dl,6,202608111005,0.6519156477040796,0.1917737462394611,0.6365737480049225,-0.05943448868578838
trec_dl,7,202608111006,0.6330426207452933,0.2594315519010646,0.6122880965932082,-0.08372014009750273
trec_dl,8,202608111007,0.631866080776403,0.32069316336220627,0.6062106277074265,-0.08979760898328437
trec_dl,9,202608111008,0.5984388464538364,0.3798445477900962,0.5680512826306287,-0.12795695406008223
trec_dl,10,202608111009,0.6277483185564531,0.25410917484231427,0.607419584569068,-0.08858865212164291
trec_dl,11,202608111010,0.6156707910717096,0.31996412338711594,0.5900736612007406,-0.10593457548997032
trec_dl,12,202608111011,0.6185772899847601,0.3300148188626655,0.5921761044757469,-0.10383213221496401
trec_dl,13,202608111012,0.6076082305344166,0.275293684334761,0.5855847357876357,-0.11042350090307518
trec_dl,14,202608111013,0.6356364620745073,0.258616317634319,0.6149471566637619,-0.081061080026949
trec_dl,15,202608111014,0.5983349126826464,0.30948245645328987,0.5735763161663833,-0.12243192052432761
trec_dl,16,202608111015,0.5873805267282314,0.27864081569339877,0.5650892614727594,-0.13091897521795148
trec_dl,17,202608111016,0.613410855095496,0.2779979700099638,0.5911710174946989,-0.10483721919601197
trec_dl,18,202608111017,0.5885590614670271,0.1963820746184134,0.5728484954975541,-0.12315974119315676
trec_dl,19,202608111018,0.6129404090197587,0.3285998360583125,0.5866524221350936,-0.10935581455561727
trec_dl,20,202608111019,0.6176938248796895,0.23834822799556554,0.5986259666400443,-0.09738227005066658
trec_dl,21,202608111020,0.594294815532846,0.27525058718893336,0.5722747685577313,-0.12373346813297958
trec_dl,22,202608111021,0.5937791154289394,0.23899107367900052,0.5746598295346192,-0.12134840715609163
trec_dl,23,202608111022,0.588788146340196,0.2620646345799044,0.5678229755738038,-0.1281852611169071
trec_dl,24,202608111023,0.6268101274852547,0.3207793576538616,0.6011477788729459,-0.09486045781776498
trec_dl,25,202608111024,0.6050301134061555,0.33250361880873,0.5784298239014571,-0.11757841278925374
trec_dl,26,202608111025,0.6227087116804964,0.26587653314301035,0.6014385890290554,-0.09456964766165543
trec_dl,27,202608111026,0.6097895665619683,0.2016182573855084,0.5936601059711275,-0.10234813071958337
trec_dl,28,202608111027,0.5841489001294057,0.23628678800379765,0.565245957089102,-0.1307622796016089
trec_dl,29,202608111028,0.610027167449456,0.29075295116071614,0.5867669313565987,-0.10924130533411214
trec_dl,30,202608111029,0.6342579033592097,0.28404938704380445,0.6115339523957054,-0.08447428429500548
trec_dl,31,202608111030,0.5929448381667044,0.17756637503418435,0.5787395281639697,-0.1172687085267412
trec_dl,32,202608111031,0.6400377547176408,0.3514917069762697,0.6119184181595392,-0.0840898185311717
trec_dl,33,202608111032,0.6150597062079306,0.2761089186015066,0.5929709927198101,-0.10303724397090075
trec_dl,34,202608111033,0.6148682174041319,0.24874370063773635,0.5949687213531131,-0.10103951533759781
trec_dl,35,202608111034,0.6230157599079235,0.2529922605547751,0.6027763790635415,-0.09323185762716935
trec_dl,36,202608111035,0.5952390799616175,0.26072654466757067,0.5743809563882117,-0.12162728030249914
trec_dl,37,202608111036,0.6045396215701548,0.31983483194963297,0.5789528350141842,-0.11705540167652673
trec_dl,38,202608111037,0.6532651368686466,0.3090026979535294,0.6285449210323644,-0.06746331565834651
trec_dl,39,202608111038,0.6162542329527378,0.23894228663751668,0.5971388500217366,-0.09886938666897427
trec_dl,40,202608111039,0.6113563862230056,0.248657506346081,0.591463785715319,-0.10454445097539189
trec_dl,41,202608111040,0.6315994744253262,0.24792846637099075,0.6117651971156468,-0.08424303957506407
trec_dl,42,202608111041,0.6264816006039391,0.2651905903137477,0.6052663533788394,-0.0907418833118715
trec_dl,43,202608111042,0.5850169074523306,0.24157536931635645,0.565690877907022,-0.13031735878368889
trec_dl,44,202608111043,0.6272985571005694,0.25483821481740465,0.606911499915177,-0.08909673677553387
trec_dl,45,202608111044,0.619439119179542,0.2905374654315778,0.5961961219450157,-0.09981211474569518
trec_dl,46,202608111045,0.6150834962554095,0.3393795715089523,0.5879331305346932,-0.10807510615601768
trec_dl,47,202608111046,0.5997136512486958,0.2034211145023103,0.583439962088511,-0.11256827460219987
trec_dl,48,202608111047,0.5757293269385272,0.21924014979017897,0.558190114955313,-0.13781812173539787
trec_dl,49,202608111048,0.6337813101562836,0.31579245636209646,0.6085179136473159,-0.08749032304339499
trec_dl,50,202608111049,0.5829107072449361,0.23311204522847054,0.5642617436266584,-0.1317464930640525
trec_dl,51,202608111050,0.5944115229958814,0.21604680421557956,0.5771277786586351,-0.11888045803207581
trec_dl,52,202608111051,0.5543623339191128,0.1318221188401178,0.5438165644119035,-0.15219167227880737
trec_dl,53,202608111052,0.6228303358083527,0.3206500662163786,0.5971783305110424,-0.09882990617966847
trec_dl,54,202608111053,0.6189672402336814,0.3179457805411758,0.5935315777903873,-0.10247665890032354
trec_dl,55,202608111054,0.6032136594214368,0.30599673225753293,0.5787339208408342,-0.11727431584987669
trec_dl,56,202608111055,0.6144601560620426,0.28298487130172895,0.5918213663579043,-0.1041868703328066
trec_dl,57,202608111056,0.5964874698067728,0.24784227207933537,0.5766600880404259,-0.11934814865028498
trec_dl,58,202608111057,0.6142887130872124,0.2487006034919087,0.5943926648078597,-0.1016155718828512
trec_dl,59,202608111058,0.6271177777702176,0.28813485977716863,0.604066988988044,-0.09194124770266687
trec_dl,60,202608111059,0.6198271216100227,0.3275691160624286,0.5936215923250284,-0.10238664436568246
trec_dl,61,202608111060,0.6002138502577974,0.22979870961602428,0.5818299534885153,-0.11417828320219559
trec_dl,62,202608111061,0.6496840441445025,0.37047979514380935,0.6200456605329978,-0.07596257615771307
trec_dl,63,202608111062,0.6187676807427985,0.3078950850656263,0.5941360739375484,-0.10187216275316247
trec_dl,64,202608111063,0.6278925778598421,0.33100244171272164,0.6014123825228243,-0.09459585416788663
trec_dl,65,202608111064,0.6117154571201568,0.2897653283106599,0.5885342308553041,-0.10747400583540678
trec_dl,66,202608111065,0.6298506330056698,0.32069316336220627,0.6041951799366932,-0.09181305675401763
trec_dl,67,202608111066,0.5851740947296883,0.17743708359670135,0.5709791280419522,-0.1250291086487587
trec_dl,68,202608111067,0.6029561306462693,0.24083702794163006,0.583689168410939,-0.1123190682797719
trec_dl,69,202608111068,0.5898167197094542,0.20836491864824774,0.5731475262175945,-0.12286071047311642
trec_dl,70,202608111069,0.608139887116065,0.28199724845167273,0.5855801072399313,-0.11042812945077962
trec_dl,71,202608111070,0.6123301325631522,0.2735246229641507,0.5904481627260201,-0.1055600739646908
trec_dl,72,202608111071,0.612740163213872,0.33190387027112267,0.5861878535921821,-0.10982038309852882
trec_dl,73,202608111072,0.5980867815183164,0.30449555516152466,0.5737271371053944,-0.12228109958531652
trec_dl,74,202608111073,0.609734166137612,0.21970491699464711,0.5921577727780403,-0.10385046391267061
trec_dl,75,202608111074,0.6342053074354123,0.2718079601390041,0.612460670624292,-0.08354756606641889
trec_dl,76,202608111075,0.6082894294109857,0.24788536922516305,0.5884585998729727,-0.10754963681773821
trec_dl,77,202608111076,0.5947938246913469,0.31192815925352674,0.5698395719510648,-0.12616866473964605
trec_dl,78,202608111077,0.5998532411342171,0.2504172663170552,0.5798198598288526,-0.11618837686185823
trec_dl,79,202608111078,0.6315953108925086,0.3045386523073524,0.6072322187079205,-0.08877601798279033
